item,n_i
2918,518
2919,115
2920,133
2921,190
2922,1227
2923,193
2924,90
2925,21
2926,121
2927,42
2928,22
2929,695
2930,98
2931,499
2932,511
2933,144
2934,216
2935,94
2936,389
2937,152
2938,371
2939,198
2940,51
2941,167
2942,87
2943,250
2944,110
2945,118
2946,829
2947,277
2948,14
2949,48
2950,391
2951,39
2952,454
2953,183
2954,752
2955,564
2956,84
2957,741
2958,57
2959,52
2960,216
2961,172
2962,53
2963,261
2964,412
2965,207
2966,431
2967,214
2968,233
2969,23
2970,150
2971,10
2972,147
2973,8
2974,364
2975,134
2976,100
2977,152
2978,107
2979,152
2980,296
2981,191
2982,147
2983,274
2984,52
2985,575
2986,408
2987,19
2988,115
2989,196
2990,179
2991,429
2992,238
2993,159
2994,296
2995,521
2996,278
2997,179
2998,137
2999,4
3000,166
3001,145
3002,427
3003,249
3004,51
3005,272
3006,7
3007,284
3008,69
3009,163
3010,211
3011,122
3012,404
3013,123
3014,17
3015,340
3016,641
3017,116
3018,143
3019,670
3020,199
3021,57
3022,254
3023,556
3024,118
3025,150
3026,342
3027,668
3028,394
3029,386
3030,585
3031,207
3032,471
3033,339
3034,461
3035,36
3036,160
3037,314
3038,204
3039,363
3040,203
3041,318
3042,297
3043,248
3044,374
3045,312
3046,380
3047,226
3048,28
3049,218
3050,139
3051,162
3052,184
3053,258
3054,683
3055,247
3056,646
3057,552
3058,256
3059,698
3060,181
3061,378
3062,47
3063,287
3064,176
3065,107
3066,67
3067,623
3068,793
3069,71
3070,268
3071,392
3072,72
3073,151
3074,85
3075,421
3076,45
3077,126
3078,25
3079,242
3080,66
3081,578
3082,195
3083,51
3084,88
3085,258
3086,527
3087,203
3088,433
3089,68
3090,206
3091,530
3092,6
3093,601
3094,348
3095,520
3096,81
3097,356
3098,399
3099,185
3100,361
3101,225
3102,325
3103,149
3104,311
3105,114
3106,212
3107,103
3108,107
3109,472
3110,165
3111,25
3112,140
3113,9
3114,136
3115,165
3116,710
3117,264
3118,134
3119,136
3120,44
3121,365
3122,113
3123,68
3124,245
3125,81
3126,557
3127,1189
3128,266
3129,63
3130,19
3131,277
3132,137
3133,72
3134,56
3135,274
3136,59
3137,145
3138,9
3139,554
3140,28
3141,77
3142,137
3143,75
3144,26
3145,314
3146,245
3147,248
3148,220
3149,30
3150,88
3151,78
3152,56
3153,79
3154,161
3155,420
3156,133
3157,111
3158,285
3159,111
3160,189
3161,114
3162,73
3163,558
3164,204
3165,21
3166,409
3167,73
3168,96
3169,82
3170,167
3171,739
3172,355
3173,84
3174,119
3175,69
3176,506
3177,451
3178,225
3179,204
3180,52
3181,198
3182,94
3183,255
3184,125
3185,199
3186,259
3187,95
3188,112
3189,179
3190,247
3191,97
3192,430
3193,173
3194,265
3195,41
3196,95
3197,459
3198,357
3199,234
3200,10
3201,262
3202,107
3203,133
3204,101
3205,441
3206,117
3207,20
3208,963
3209,127
3210,355
3211,154
3212,166
3213,377
3214,468
3215,152
3216,47
3217,94
3218,390
3219,121
3220,171
3221,416
3222,739
3223,115
3224,63
3225,120
3226,241
3227,45
3228,21
3229,397
3230,546
3231,279
3232,326
3233,96
3234,209
3235,157
3236,73
3237,293
3238,180
3239,606
3240,136
3241,316
3242,786
3243,78
3244,458
3245,205
3246,66
3247,50
3248,224
3249,47
3250,52
3251,787
3252,257
3253,735
3254,391
3255,332
3256,18
3257,79
3258,94
3259,148
3260,1012
3261,165
3262,127
3263,101
3264,717
3265,129
3266,437
3267,160
3268,83
3269,64
3270,294
3271,86
3272,86
3273,255
3274,154
3275,133
3276,536
3277,62
3278,477
3279,99
3280,315
3281,232
3282,101
3283,312
3284,2
3285,294
3286,46
3287,7
3288,22
3289,260
3290,283
3291,27
3292,72
3293,108
3294,198
3295,68
3296,68
3297,106
3298,69
3299,52
3300,568
3301,12
3302,230
3303,289
3304,98
3305,34
3306,381
3307,261
3308,84
3309,249
3310,39
3311,354
3312,390
3313,40
3314,82
3315,6
3316,399
3317,522
3318,126
3319,202
3320,18
3321,335
3322,43
3323,39
3324,228
3325,29
3326,243
3327,621
3328,149
3329,138
3330,140
3331,183
3332,357
3333,157
3334,222
3335,25
3336,90
3337,26
3338,169
3339,166
3340,614
3341,465
3342,324
3343,31
3344,428
3345,194
3346,340
3347,83
3348,206
3349,461
3350,157
3351,159
3352,95
3353,295
3354,29
3355,270
3356,468
3357,214
3358,814
3359,423
3360,210
3361,190
3362,172
3363,500
3364,480
3365,64
3366,581
3367,77
3368,64
3369,41
3370,248
3371,657
3372,150
3373,35
3374,283
3375,14
3376,268
3377,39
3378,196
3379,3
3380,236
3381,351
3382,520
3383,317
3384,1037
3385,81
3386,131
3387,248
3388,141
3389,98
3390,13
3391,566
3392,12
3393,77
3394,155
3395,132
3396,550
3397,77
3398,329
3399,297
3400,13
3401,290
3402,125
3403,185
3404,125
3405,181
3406,68
3407,283
3408,143
3409,2
3410,357
3411,1133
3412,91
3413,85
3414,278
3415,103
3416,504
3417,106
3418,19
3419,3
3420,552
3421,171
3422,181
3423,467
3424,92
3425,131
3426,127
3427,266
3428,178
3429,40
3430,148
3431,272
3432,301
3433,85
3434,66
3435,225
3436,204
3437,142
3438,581
3439,318
3440,383
3441,58
3442,72
3443,139
3444,21
3445,140
3446,75
3447,26
3448,155
3449,796
3450,660
3451,368
3452,489
3453,146
3454,362
3455,205
3456,231
3457,394
3458,48
3459,302
3460,97
3461,42
3462,35
3463,80
3464,150
3465,96
3466,96
3467,44
3468,55
3469,715
3470,105
3471,369
3472,76
3473,155
3474,185
3475,235
3476,12
3477,74
3478,173
3479,503
3480,253
3481,166
3482,227
3483,128
3484,11
3485,258
3486,55
3487,151
3488,432
3489,176
3490,64
3491,191
3492,26
3493,94
3494,68
3495,61
3496,151
3497,48
3498,51
3499,767
3500,715
3501,620
3502,98
3503,9
3504,611
3505,153
3506,103
3507,40
3508,571
3509,378
3510,168
3511,24
3512,48
3513,52
3514,25
3515,561
3516,49
3517,175
3518,167
3519,68
3520,330
3521,228
3522,337
3523,371
3524,169
3525,94
3526,25
3527,216
3528,14
3529,262
3530,36
3531,66
3532,67
3533,49
3534,432
3535,103
3536,484
3537,123
3538,328
3539,53
3540,86
3541,295
3542,214
3543,139
3544,324
3545,7
3546,1521
3547,214
3548,182
3549,81
3550,301
3551,344
3552,272
3553,206
3554,246
3555,492
3556,136
3557,294
3558,66
3559,311
3560,109
3561,236
3562,211
3563,75
3564,285
3565,229
3566,344
3567,43
3568,64
3569,61
3570,144
3571,32
3572,65
3573,134
3574,247
3575,45
3576,108
3577,471
3578,84
3579,85
3580,384
3581,23
3582,116
3583,216
3584,85
3585,89
3586,335
3587,69
3588,422
3589,80
3590,61
3591,803
3592,86
3593,203
3594,586
3595,341
3596,101
3597,4
3598,96
3599,96
3600,38
3601,242
3602,122
3603,165
3604,735
3605,505
3606,98
3607,103
3608,230
3609,140
3610,17
3611,318
3612,251
3613,126
3614,163
3615,224
3616,251
3617,348
3618,134
3619,479
3620,125
3621,105
3622,53
3623,111
3624,33
3625,31
3626,389
3627,93
3628,32
3629,216
3630,712
3631,468
3632,117
3633,55
3634,112
3635,50
3636,25
3637,296
3638,467
3639,210
3640,391
3641,13
3642,47
3643,303
3644,14
3645,236
3646,208
3647,32
3648,109
3649,66
3650,382
3651,64
3652,128
3653,20
3654,24
3655,125
3656,116
3657,267
3658,271
3659,285
3660,84
3661,256
3662,552
3663,61
3664,850
3665,96
3666,252
3667,118
3668,702
3669,282
3670,151
3671,342
3672,594
3673,193
3674,568
3675,9
3676,64
3677,175
3678,26
3679,126
3680,32
3681,135
3682,208
3683,55
3684,101
3685,66
3686,226
3687,225
3688,421
3689,170
3690,56
3691,169
3692,14
3693,75
3694,161
3695,480
3696,11
3697,224
3698,78
3699,829
3700,304
3701,255
3702,134
3703,44
3704,384
3705,111
3706,612
3707,193
3708,515
3709,166
3710,111
3711,246
3712,63
3713,712
3714,132
3715,521
3716,456
3717,128
3718,651
3719,300
3720,188
3721,443
3722,31
3723,214
3724,56
3725,80
3726,3
3727,31
3728,76
3729,55
3730,57
3731,509
3732,55
3733,350
3734,178
3735,111
3736,161
3737,164
3738,70
3739,123
3740,307
3741,52
3742,452
3743,79
3744,89
3745,221
3746,113
3747,452
3748,324
3749,317
3750,160
3751,231
3752,173
3753,132
3754,36
3755,109
3756,183
3757,106
3758,173
3759,65
3760,138
3761,142
3762,331
3763,24
3764,34
3765,838
3766,103
3767,193
3768,268
3769,173
3770,46
3771,24
3772,213
3773,90
3774,195
3775,145
3776,70
3777,48
3778,198
3779,290
3780,203
3781,85
3782,19
3783,94
3784,152
3785,54
3786,135
3787,174
3788,49
3789,55
3790,431
3791,244
3792,181
3793,154
3794,772
3795,20
3796,231
3797,32
3798,186
3799,115
3800,53
3801,689
3802,162
3803,414
3804,34
3805,20
3806,123
3807,64
3808,118
3809,184
3810,150
3811,181
3812,391
3813,37
3814,196
3815,348
3816,83
3817,75
3818,167
3819,288
3820,329
3821,68
3822,290
3823,334
3824,211
3825,205
3826,34
3827,352
3828,55
3829,434
3830,143
3831,51
3832,160
3833,166
3834,274
3835,96
3836,168
3837,278
3838,426
3839,295
3840,214
3841,46
3842,203
3843,11
3844,114
3845,13
3846,182
3847,384
3848,457
3849,49
3850,31
3851,123
3852,193
3853,73
3854,111
3855,142
3856,124
3857,281
3858,274
3859,8
3860,691
3861,145
3862,140
3863,106
3864,84
3865,250
3866,260
3867,222
3868,86
3869,32
3870,61
3871,57
3872,198
3873,85
3874,130
3875,332
3876,54
3877,80
3878,87
3879,8
3880,77
3881,142
3882,40
3883,115
3884,172
3885,250
3886,83
3887,285
3888,82
3889,20
3890,21
3891,82
3892,128
3893,17
3894,73
3895,60
3896,80
3897,234
3898,279
3899,123
3900,290
3901,165
3902,363
3903,86
3904,150
3905,98
3906,70
3907,344
3908,408
3909,35
3910,26
3911,296
3912,113
3913,88
3914,25
3915,9
3916,82
3917,197
3918,669
3919,55
3920,246
3921,104
3922,338
3923,72
3924,70
3925,28
3926,171
3927,296
3928,162
3929,172
3930,53
3931,149
3932,33
3933,120
3934,19
3935,118
3936,16
3937,492
3938,350
3939,37
3940,29
3941,97
3942,210
3943,134
3944,230
3945,28
3946,52
3947,94
3948,23
3949,54
3950,83
3951,206
3952,65
3953,239
3954,141
3955,83
3956,92
3957,150
3958,176
3959,313
3960,279
3961,63
3962,48
3963,106
3964,41
3965,265
3966,85
3967,24
3968,43
3969,197
3970,143
3971,65
3972,45
3973,70
3974,245
3975,62
3976,154
3977,96
3978,243
3979,336
3980,360
3981,37
3982,238
3983,366
3984,161
3985,59
3986,257
3987,391
3988,254
3989,188
3990,32
3991,313
3992,233
3993,80
3994,277
3995,69
3996,518
3997,363
3998,89
3999,208
4000,69
4001,428
4002,81
4003,477
4004,13
4005,76
4006,148
4007,187
4008,132
4009,290
4010,6
4011,94
4012,43
4013,319
4014,45
4015,295
4016,359
4017,48
4018,256
4019,187
4020,59
4021,231
4022,143
4023,188
4024,238
4025,328
4026,17
4027,69
4028,141
4029,575
4030,23
4031,62
4032,90
4033,152
4034,374
4035,28
4036,22
4037,32
4038,640
4039,169
4040,870
4041,156
4042,17
4043,47
4044,127
4045,315
4046,345
4047,596
4048,158
4049,96
4050,35
4051,45
4052,57
4053,148
4054,82
4055,286
4056,138
4057,33
4058,184
4059,167
4060,366
4061,71
4062,150
4063,364
4064,23
4065,293
4066,21
4067,125
4068,81
4069,92
4070,167
4071,89
4072,179
4073,175
4074,48
4075,14
4076,112
4077,21
4078,182
4079,239
4080,17
4081,95
4082,8
4083,429
4084,436
4085,44
4086,206
4087,16
4088,288
4089,87
4090,64
4091,83
4092,42
4093,146
4094,208
4095,123
4096,53
4097,148
4098,124
4099,19
4100,131
4101,244
4102,244
4103,26
4104,39
4105,440
4106,70
4107,113
4108,98
4109,39
4110,134
4111,72
4112,238
4113,67
4114,119
4115,500
4116,80
4117,106
4118,202
4119,139
4120,56
4121,196
4122,85
4123,100
4124,224
4125,21
4126,271
4127,78
4128,427
4129,23
4130,400
4131,87
4132,136
4133,17
4134,29
4135,43
4136,23
4137,106
4138,145
4139,617
4140,262
4141,213
4142,144
4143,272
4144,77
4145,124
4146,229
4147,131
4148,31
4149,90
4150,160
4151,30
4152,56
4153,38
4154,68
4155,48
4156,76
4157,101
4158,394
4159,184
4160,72
4161,84
4162,38
4163,193
4164,372
4165,81
4166,186
4167,389
4168,192
4169,108
4170,105
4171,110
4172,513
4173,131
4174,626
4175,120
4176,88
4177,300
4178,180
4179,142
4180,58
4181,20
4182,56
4183,125
4184,130
4185,350
4186,15
4187,107
4188,273
4189,37
4190,58
4191,132
4192,119
4193,139
4194,346
4195,391
4196,97
4197,53
4198,581
4199,84
4200,86
4201,71
4202,87
4203,83
4204,260
4205,85
4206,208
4207,249
4208,59
4209,20
4210,56
4211,181
4212,212
4213,141
4214,691
4215,195
4216,107
4217,33
4218,31
4219,345
4220,92
4221,193
4222,50
4223,336
4224,21
4225,56
4226,50
4227,185
4228,118
4229,393
4230,33
4231,141
4232,43
4233,170
4234,30
4235,11
4236,44
4237,93
4238,870
4239,90
4240,662
4241,250
4242,19
4243,53
4244,58
4245,149
4246,44
4247,38
4248,57
4249,36
4250,46
4251,79
4252,376
4253,279
4254,53
4255,257
4256,165
4257,54
4258,388
4259,243
4260,57
4261,255
4262,356
4263,292
4264,21
4265,662
4266,37
4267,44
4268,81
4269,21
4270,39
4271,17
4272,172
4273,82
4274,126
4275,61
4276,83
4277,82
4278,50
4279,156
4280,77
4281,23
4282,86
4283,18
4284,92
4285,394
4286,33
4287,96
4288,536
4289,199
4290,209
4291,218
4292,220
4293,30
4294,97
4295,400
4296,31
4297,72
4298,181
4299,139
4300,28
4301,368
4302,488
4303,72
4304,126
4305,31
4306,106
4307,22
4308,50
4309,63
4310,137
4311,12
4312,350
4313,67
4314,58
4315,8
4316,197
4317,398
4318,36
4319,85
4320,77
4321,37
4322,190
4323,210
4324,479
4325,224
4326,153
4327,137
4328,93
4329,113
4330,47
4331,272
4332,96
4333,9
4334,403
4335,47
4336,85
4337,123
4338,174
4339,193
4340,178
4341,142
4342,168
4343,336
4344,758
4345,85
4346,265
4347,355
4348,67
4349,55
4350,39
4351,51
4352,63
4353,176
4354,175
4355,72
4356,156
4357,215
4358,233
4359,226
4360,27
4361,268
4362,35
4363,71
4364,238
4365,362
4366,175
4367,115
4368,37
4369,111
4370,40
4371,54
4372,151
4373,529
4374,17
4375,236
4376,391
4377,167
4378,42
4379,110
4380,659
4381,91
4382,323
4383,205
4384,128
4385,144
4386,134
4387,28
4388,446
4389,39
4390,43
4391,415
4392,178
4393,128
4394,27
4395,509
4396,133
4397,214
4398,248
4399,500
4400,287
4401,4
4402,70
4403,540
4404,134
4405,120
4406,224
4407,16
4408,22
4409,61
4410,149
4411,94
4412,78
4413,149
4414,195
4415,58
4416,287
4417,56
4418,121
4419,418
4420,44
4421,230
4422,83
4423,38
4424,123
4425,82
4426,208
4427,39
4428,268
4429,51
4430,535
4431,82
4432,62
4433,192
4434,26
4435,76
4436,53
4437,101
4438,323
4439,482
4440,195
4441,78
4442,181
4443,471
4444,113
4445,138
4446,209
4447,193
4448,27
4449,66
4450,111
4451,101
4452,402
4453,37
4454,174
4455,184
4456,266
4457,99
4458,253
4459,188
4460,272
4461,297
4462,173
4463,106
4464,538
4465,288
4466,47
4467,174
4468,101
4469,33
4470,270
4471,136
4472,241
4473,366
4474,296
4475,121
4476,255
4477,112
4478,18
4479,73
4480,52
4481,22
4482,127
4483,228
4484,28
4485,283
4486,104
4487,178
4488,90
4489,48
4490,5
4491,54
4492,15
4493,26
4494,211
4495,27
4496,13
4497,78
4498,16
4499,74
4500,232
4501,126
4502,38
4503,175
4504,104
4505,130
4506,34
4507,232
4508,95
4509,16
4510,127
4511,168
4512,72
4513,111
4514,80
4515,25
4516,133
4517,46
4518,112
4519,64
4520,107
4521,58
4522,237
4523,88
4524,33
4525,43
4526,405
4527,580
4528,185
4529,133
4530,20
4531,142
4532,16
4533,381
4534,20
4535,100
4536,88
4537,309
4538,108
4539,84
4540,81
4541,72
4542,20
4543,31
4544,111
4545,221
4546,47
4547,43
4548,84
4549,121
4550,218
4551,394
4552,89
4553,111
4554,258
4555,10
4556,178
4557,172
4558,189
4559,510
4560,356
4561,34
4562,32
4563,32
4564,101
4565,100
4566,304
4567,74
4568,35
4569,392
4570,139
4571,316
4572,28
4573,21
4574,113
4575,267
4576,237
4577,41
4578,4
4579,135
4580,59
4581,85
4582,247
4583,103
4584,479
4585,575
4586,11
4587,509
4588,551
4589,90
4590,61
4591,183
4592,77
4593,160
4594,217
4595,17
4596,260
4597,139
4598,157
4599,292
4600,303
4601,103
4602,315
4603,23
4604,130
4605,75
4606,96
4607,156
4608,331
4609,157
4610,78
4611,219
4612,273
4613,104
4614,201
4615,47
4616,108
4617,331
4618,48
4619,238
4620,103
4621,11
4622,595
4623,135
4624,81
4625,151
4626,305
4627,256
4628,5
4629,276
4630,21
4631,102
4632,32
4633,664
4634,235
4635,460
4636,23
4637,716
4638,66
4639,308
4640,102
4641,347
4642,74
4643,306
4644,474
4645,13
4646,86
4647,226
4648,18
4649,161
4650,54
4651,803
4652,14
4653,75
4654,189
4655,2
4656,43
4657,164
4658,232
4659,6
4660,180
4661,21
4662,298
4663,44
4664,37
4665,181
4666,323
4667,443
4668,135
4669,60
4670,124
4671,90
4672,73
4673,169
4674,65
4675,86
4676,398
4677,285
4678,256
4679,38
4680,249
4681,66
4682,210
4683,109
4684,43
4685,130
4686,97
4687,88
4688,296
4689,38
4690,172
4691,31
4692,84
4693,325
4694,27
4695,147
4696,333
4697,41
4698,44
4699,367
4700,59
4701,162
4702,656
4703,158
4704,103
4705,134
4706,147
4707,60
4708,239
4709,226
4710,119
4711,39
4712,81
4713,85
4714,55
4715,195
4716,53
4717,105
4718,36
4719,199
4720,37
4721,151
4722,475
4723,45
4724,38
4725,267
4726,338
4727,224
4728,205
4729,336
4730,19
4731,291
4732,135
4733,365
4734,44
4735,181
4736,91
4737,40
4738,98
4739,277
4740,61
4741,25
4742,151
4743,18
4744,60
4745,179
4746,15
4747,200
4748,25
4749,41
4750,35
4751,31
4752,80
4753,48
4754,118
4755,31
4756,25
4757,74
4758,125
4759,15
4760,3
4761,21
4762,116
4763,16
4764,195
4765,330
4766,28
4767,250
4768,29
4769,169
4770,70
4771,16
4772,69
4773,63
4774,517
4775,23
4776,181
4777,253
4778,283
4779,1026
4780,95
4781,159
4782,295
4783,10
4784,286
4785,65
4786,124
4787,278
4788,102
4789,85
4790,248
4791,208
4792,57
4793,466
4794,372
4795,125
4796,81
4797,77
4798,292
4799,47
4800,332
4801,120
4802,198
4803,43
4804,453
4805,369
4806,118
4807,37
4808,27
4809,104
4810,37
4811,66
4812,56
4813,22
4814,69
4815,7
4816,83
4817,181
4818,13
4819,76
4820,194
4821,186
4822,95
4823,156
4824,262
4825,81
4826,19
4827,28
4828,151
4829,128
4830,24
4831,56
4832,196
4833,31
4834,489
4835,261
4836,161
4837,152
4838,26
4839,48
4840,33
4841,67
4842,67
4843,180
4844,186
4845,114
4846,12
4847,116
4848,80
4849,148
4850,137
4851,63
4852,64
4853,121
4854,5
4855,262
4856,89
4857,64
4858,178
4859,113
4860,116
4861,207
4862,451
4863,305
4864,342
4865,421
4866,149
4867,13
4868,117
4869,64
4870,81
4871,99
4872,127
4873,481
4874,44
4875,45
4876,62
4877,10
4878,106
4879,81
4880,186
4881,122
4882,80
4883,131
4884,73
4885,334
4886,795
4887,171
4888,74
4889,46
4890,133
4891,91
4892,16
4893,13
4894,71
4895,91
4896,9
4897,112
4898,89
4899,81
4900,200
4901,38
4902,25
4903,267
4904,25
4905,90
4906,26
4907,45
4908,16
4909,173
4910,63
4911,44
4912,26
4913,291
4914,4
4915,215
4916,107
4917,398
4918,87
4919,359
4920,151
4921,76
4922,137
4923,33
4924,22
4925,76
4926,162
4927,172
4928,94
4929,45
4930,47
4931,64
4932,30
4933,132
4934,134
4935,41
4936,234
4937,75
4938,25
4939,3
4940,439
4941,240
4942,196
4943,310
4944,141
4945,120
4946,112
4947,523
4948,44
4949,283
4950,39
4951,143
4952,196
4953,100
4954,194
4955,114
4956,154
4957,245
4958,11
4959,23
4960,91
4961,81
4962,87
4963,241
4964,110
4965,71
4966,19
4967,48
4968,89
4969,129
4970,56
4971,61
4972,78
4973,72
4974,7
4975,111
4976,133
4977,56
4978,326
4979,62
4980,14
4981,288
4982,147
4983,243
4984,131
4985,64
4986,66
4987,161
4988,66
4989,55
4990,277
4991,192
4992,66
4993,107
4994,196
4995,402
4996,358
4997,153
4998,58
4999,123
5000,107
5001,262
5002,153
5003,62
5004,76
5005,36
5006,127
5007,16
5008,255
5009,30
5010,105
5011,156
5012,67
5013,153
5014,266
5015,64
5016,70
5017,55
5018,30
5019,123
5020,43
5021,63
5022,102
5023,405
5024,93
5025,384
5026,12
5027,40
5028,139
5029,99
5030,100
5031,18
5032,103
5033,160
5034,82
5035,126
5036,73
5037,29
5038,378
5039,397
5040,284
5041,151
5042,10
5043,33
5044,292
5045,41
5046,112
5047,11
5048,32
5049,42
5050,38
5051,157
5052,222
5053,89
5054,138
5055,216
5056,15
5057,37
5058,69
5059,179
5060,110
5061,133
5062,62
5063,163
5064,290
5065,130
5066,136
5067,2
5068,128
5069,67
5070,25
5071,112
5072,333
5073,47
5074,21
5075,187
5076,169
5077,161
5078,278
5079,37
5080,98
5081,28
5082,38
5083,101
5084,5
5085,56
5086,24
5087,31
5088,122
5089,154
5090,313
5091,71
5092,150
5093,116
5094,6
5095,97
5096,291
5097,86
5098,142
5099,123
5100,92
5101,187
5102,161
5103,101
5104,89
5105,101
5106,224
5107,215
5108,149
5109,26
5110,70
5111,209
5112,74
5113,76
5114,8
5115,72
5116,249
5117,129
5118,56
5119,88
5120,213
5121,128
5122,257
5123,52
5124,219
5125,208
5126,137
5127,109
5128,30
5129,42
5130,389
5131,27
5132,9
5133,11
5134,181
5135,50
5136,11
5137,207
5138,168
5139,13
5140,88
5141,33
5142,103
5143,200
5144,238
5145,32
5146,32
5147,159
5148,58
5149,106
5150,152
5151,170
5152,29
5153,111
5154,40
5155,212
5156,53
5157,162
5158,59
5159,237
5160,141
5161,142
5162,64
5163,46
5164,37
5165,5
5166,84
5167,17
5168,62
5169,236
5170,22
5171,114
5172,160
5173,79
5174,299
5175,53
5176,28
5177,172
5178,39
5179,62
5180,172
5181,13
5182,223
5183,118
5184,82
5185,206
5186,75
5187,29
5188,40
5189,248
5190,172
5191,22
5192,314
5193,82
5194,49
5195,70
5196,523
5197,81
5198,89
5199,62
5200,43
5201,34
5202,230
5203,57
5204,21
5205,83
5206,227
5207,269
5208,86
5209,83
5210,144
5211,42
5212,53
5213,167
5214,134
5215,222
5216,120
5217,40
5218,94
5219,52
5220,236
5221,59
5222,210
5223,231
5224,151
5225,155
5226,5
5227,78
5228,179
5229,151
5230,85
5231,28
5232,253
5233,134
5234,71
5235,308
5236,35
5237,66
5238,51
5239,55
5240,101
5241,85
5242,143
5243,164
5244,38
5245,191
5246,65
5247,62
5248,189
5249,204
5250,39
5251,49
5252,117
5253,11
5254,11
5255,188
5256,10
5257,236
5258,41
5259,155
5260,83
5261,297
5262,212
5263,101
5264,181
5265,75
5266,81
5267,182
5268,31
5269,40
5270,334
5271,69
5272,789
5273,186
5274,295
5275,114
5276,46
5277,56
5278,50
5279,160
5280,71
5281,83
5282,58
5283,40
5284,91
5285,61
5286,32
5287,172
5288,48
5289,124
5290,50
5291,16
5292,17
5293,315
5294,21
5295,180
5296,29
5297,295
5298,33
5299,87
5300,201
5301,141
5302,193
5303,76
5304,15
5305,40
5306,112
5307,258
5308,142
5309,303
5310,96
5311,193
5312,106
5313,58
5314,83
5315,148
5316,372
5317,88
5318,89
5319,64
5320,10
5321,360
5322,74
5323,128
5324,46
5325,61
5326,170
5327,99
5328,33
5329,13
5330,43
5331,188
5332,32
5333,29
5334,10
5335,164
5336,40
5337,119
5338,42
5339,104
5340,159
5341,19
5342,104
5343,151
5344,67
5345,142
5346,65
5347,36
5348,304
5349,73
5350,166
5351,214
5352,71
5353,228
5354,9
5355,5
5356,42
5357,106
5358,220
5359,66
5360,75
5361,91
5362,252
5363,44
5364,125
5365,76
5366,33
5367,232
5368,32
5369,41
5370,147
5371,55
5372,198
5373,17
5374,51
5375,24
5376,177
5377,19
5378,580
5379,82
5380,78
5381,34
5382,91
5383,95
5384,100
5385,313
5386,22
5387,1
5388,24
5389,486
5390,200
5391,128
5392,179
5393,107
5394,187
5395,40
5396,23
5397,57
5398,42
5399,21
5400,43
5401,41
5402,37
5403,40
5404,153
5405,19
5406,117
5407,141
5408,141
5409,89
5410,143
5411,22
5412,16
5413,11
5414,154
5415,72
5416,99
5417,27
5418,92
5419,156
5420,54
5421,12
5422,126
5423,38
5424,39
5425,253
5426,154
5427,195
5428,25
5429,114
5430,175
5431,10
5432,204
5433,250
5434,153
5435,593
5436,11
5437,203
5438,51
5439,36
5440,177
5441,98
5442,39
5443,45
5444,31
5445,168
5446,43
5447,135
5448,102
5449,25
5450,113
5451,165
5452,140
5453,225
5454,104
5455,30
5456,142
5457,130
5458,8
5459,143
5460,143
5461,22
5462,191
5463,48
5464,272
5465,205
5466,71
5467,217
5468,72
5469,69
5470,83
5471,128
5472,387
5473,95
5474,168
5475,64
5476,155
5477,69
5478,95
5479,10
5480,67
5481,171
5482,63
5483,161
5484,151
5485,267
5486,26
5487,205
5488,131
5489,170
5490,59
5491,251
5492,26
5493,106
5494,185
5495,379
5496,118
5497,30
5498,128
5499,107
5500,147
5501,45
5502,113
5503,107
5504,42
5505,182
5506,310
5507,80
5508,182
5509,60
5510,158
5511,29
5512,161
5513,27
5514,203
5515,66
5516,309
5517,30
5518,114
5519,181
5520,58
5521,110
5522,54
5523,144
5524,86
5525,47
5526,21
5527,52
5528,111
5529,25
5530,76
5531,53
5532,234
5533,82
5534,325
5535,84
5536,65
5537,200
5538,26
5539,111
5540,9
5541,123
5542,29
5543,80
5544,27
5545,12
5546,272
5547,22
5548,164
5549,75
5550,43
5551,132
5552,36
5553,18
5554,132
5555,84
5556,46
5557,11
5558,52
5559,281
5560,75
5561,70
5562,70
5563,17
5564,42
5565,46
5566,76
5567,196
5568,58
5569,329
5570,75
5571,34
5572,36
5573,14
5574,102
5575,80
5576,92
5577,53
5578,21
5579,4
5580,86
5581,124
5582,118
5583,124
5584,264
5585,18
5586,202
5587,52
5588,296
5589,115
5590,252
5591,113
5592,281
5593,155
5594,265
5595,194
5596,172
5597,41
5598,107
5599,135
5600,94
5601,38
5602,16
5603,185
5604,342
5605,33
5606,49
5607,75
5608,16
5609,135
5610,53
5611,22
5612,23
5613,6
5614,103
5615,102
5616,179
5617,129
5618,85
5619,81
5620,161
5621,197
5622,25
5623,165
5624,91
5625,52
5626,175
5627,211
5628,109
5629,98
5630,23
5631,52
5632,165
5633,36
5634,28
5635,146
5636,145
5637,176
5638,31
5639,23
5640,91
5641,34
5642,61
5643,83
5644,32
5645,27
5646,199
5647,33
5648,24
5649,32
5650,144
5651,62
5652,45
5653,98
5654,88
5655,188
5656,55
5657,36
5658,74
5659,123
5660,40
5661,83
5662,50
5663,83
5664,26
5665,15
5666,188
5667,172
5668,10
5669,54
5670,30
5671,108
5672,183
5673,50
5674,99
5675,10
5676,158
5677,152
5678,35
5679,108
5680,178
5681,29
5682,117
5683,192
5684,64
5685,33
5686,185
5687,54
5688,17
5689,13
5690,17
5691,64
5692,109
5693,56
5694,65
5695,47
5696,167
5697,59
5698,157
5699,127
5700,52
5701,94
5702,71
5703,42
5704,24
5705,361
5706,253
5707,217
5708,28
5709,99
5710,83
5711,85
5712,102
5713,83
5714,29
